,Business Name,Address,City,Permit_ID,Type,Class,Inspection_Date,Inspection_Type,Grade,Priority_Violations,Inspection_Details
335,Hilton Garden Inn,16601 N Stadium Way  ,Surprise,FD-63505,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-63505&i=5668879
336,Fantastico's Mexican Food,9666 E Riggs Rd Suite 100,Sun Lakes,FD-63789,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,C,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-63789&i=5668796
337,KidsPark Scottsdale,12635 N 48th St  ,Phoenix,FD-64573,Daycare Food Service    ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-64573&i=5667869
338,Frites Street,7621 E Gray Rd Suite H,Scottsdale,FD-64820,Food Processor    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-64820&i=5667858
339,Starbucks Coffee,18450 N 32nd St  ,Phoenix,FD-65556,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-65556&i=5668925
340,El King Sushi,2535 E Bell Rd Suite 12-13,Phoenix,FD-66190,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-66190&i=5668921
341,Sizzle Korean Barbecue,3720 N Scottsdale Rd Suite 200,Scottsdale,FD-66224,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-66224&i=5667772
342,Dobson High School,1501 W Guadalupe Rd  ,Mesa,FD-66271,Food Catering    ,Class 5,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-66271&i=5668761
343,Filiberto's Mexican Food,1601 E McDowell Rd  ,Phoenix,FD-66700,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-66700&i=5668465
344,DENNY'S RESTAURANT  No 6356,4303 W Peoria Ave  ,Glendale,FD-66836,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-66836&i=5668208
345,FIREHOUSE SUBS 1315-A,23335 N Scottsdale Rd Space D101,Scottsdale,FD-66912,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-66912&i=5667787
346,American Food & Vending @ GM IT,2900 W Geronimo Pl  ,Chandler,FD-67007,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-67007&i=5667885
347,"LSP Gilbert Val Vista, Inc",1059 N Val Vista Dr  ,Gilbert,FD-67009,Daycare Food Service    ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-67009&i=5668588
348,Hacienda Del Rey,12917 W Las Cruces Dr  ,Litchfield Park,FD-68036,Assisted Living    ,Class 5,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-68036&i=5667841
349,American Food & Vending  @ GM IT,2900 W Geronimo Pl  ,Chandler,FD-68044,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-68044&i=5667883
350,Avanti Senior Living at Peoria,26650 N Lake Pleasant Pkwy  ,Peoria,FD-68148,Assisted Living    ,Class 5,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-68148&i=5668317
351,Norang Tongdak (H Mart),1919 W Main St  ,Mesa,FD-68662,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-68662&i=5667803
352,Maisen (H Mart),1919 W Main St  ,Mesa,FD-68664,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-68664&i=5667804
353,Paris Baguette (H Mart),1919 W Main St  ,Mesa,FD-68667,E & D  0-9 Seating  ,Class 3,03/11/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-68667&i=5667801
354,Angry Crab Shack,2501 W Happy Valley Rd Suite 48,Phoenix,FD-69351,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-69351&i=5667898
355,Blue House Coffee,435 N 5th St  ,Phoenix,FD-69589,E & D  0-9 Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-69589&i=5667919
356,Cold Beers & Cheeseburgers,8624 E Shea Blvd  ,Scottsdale,FD-69592,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-69592&i=5668067
357,Blue House Coffee,435 N 5th St  ,Phoenix,FD-69625,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-69625&i=5667920
358,Port of Subs,2055 W Frye Rd Suite 1,Chandler,FD-69651,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-69651&i=5667893
359,Cuisine Privé,21 W Baseline Rd  ,Tempe,FD-69956,Food Catering    ,Class 5,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-69956&i=5667897
360,Crayola Experience,3111 W Chandler Center  Unit 2154,Chandler,FD-70070,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-70070&i=5668910
361,Happy Bao's,66 S Dobson Rd Suite 112,Mesa,FD-70272,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-70272&i=5668798
362,Madison Christian Children's Center,6202 N 12th St  ,Phoenix,FD-70302,Daycare Food Service    ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-70302&i=5668074
363,Armando's Mexican Food,2202 W Deer Valley Rd  ,Phoenix,FD-70509,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-70509&i=5668583
364,Tres Leches Cafe,1714 W Van Buren St  ,Phoenix,FD-70846,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-70846&i=5667309
365,Junn All You Can Eat Sushi,1320 E Broadway Rd Suite 101,Tempe,FD-71013,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-71013&i=5668817
366,Maryvale Hospital,5102 W Campbell Ave  ,Phoenix,FD-71034,Hospital Food Service    ,Class 5,03/12/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-71034&i=5668827
367,Peacock Wine Bar,1525 N Gilbert Rd Space C-108,Gilbert,FD-73003,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73003&i=5668820
368,Biltmore Golf Club,2400 E Missouri Ave  ,Phoenix,FD-73043,Food Catering    ,Class 5,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73043&i=5668661
369,Gyros And More,1467 N Dysart Rd Suite 107,Avondale,FD-73198,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73198&i=5668416
370,Tea Snow & Coffee,66 S Dobson Rd Suite 150,Mesa,FD-73403,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73403&i=5668791
371,Rock Point Church,24759 S Power Rd  ,Queen Creek,FD-73449,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73449&i=5668699
372,Raspa2,3056 N 68th St  ,Scottsdale,FD-73498,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73498&i=5668895
373,Costco Wholesale  No 1375,16385 W Waddell Rd  ,Surprise,FD-73697,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73697&i=5667805
374,Costco Wholesale  No 1375,16385 W Waddell Rd  ,Surprise,FD-73698,Bakery    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73698&i=5667806
375,Costco Wholesale  No 1375,16385 W Waddell Rd  ,Surprise,FD-73699,E & D  0-9 Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73699&i=5667807
376,Costco Wholesale  No 1375,16385 W Waddell Rd  ,Surprise,FD-73700,Meat Market    ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73700&i=5667808
377,Costco Wholesale  No 1375,16385 W Waddell Rd  ,Surprise,FD-73701,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73701&i=5667809
378,Avanti Senior Living at Peoria,26650 N Lake Pleasant Pkwy  ,Peoria,FD-73711,Service Kitchen    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73711&i=5668318
379,Vista De La Montana,18510 N Parkview Pl  ,Surprise,FD-73722,E & D  10+ Seating  ,Class 5,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73722&i=5667677
380,Thirsty Lion Gastropub & Grill,3077 W Frye Rd  ,Chandler,FD-73976,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-73976&i=5667941
381,Oscar's Taco Shop,7150 E Thomas Rd  ,Scottsdale,FD-74082,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74082&i=5668878
382,Luna Street Food,4016 E Main St  ,Mesa,FD-74210,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74210&i=5667913
383,Pho & Boba,6637 W Peoria Ave Unit C-4,Glendale,FD-74420,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74420&i=5667870
384,Tolleson Maskadores Taco Shop  No 11,9205 W Van Buren St  ,Tolleson,FD-74438,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74438&i=5668781
385,New York Bagels 'N Bialys,8876 E Pinnacle Peak Rd Suite 100,Scottsdale,FD-74461,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74461&i=5668951
386,Tortilla Flat,1  Main St  ,Tortilla Flat,FD-74570,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74570&i=5668856
387,Tortilla Flat,1  Main St  ,Tortilla Flat,FD-74571,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74571&i=5668861
388,Colados Coffee Inc,15479 W Mcdowell Rd Suite 109,Goodyear,FD-74605,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74605&i=5668787
389,Arizona Catering,1716 W Main St  ,Mesa,FD-74795,Food Catering    ,Class 5,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-74795&i=5668836
390,The Porch Gilbert,312 N Gilbert Rd  ,Gilbert,FD-75058,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-75058&i=5668819
391,Tohzan Nagasaki Grill,1135 N Recker Rd Unit 113,Mesa,FD-75717,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-75717&i=5667774
392,Omoide Sushi & Noodle,455 N 3rd St Suite 1120,Phoenix,FD-76018,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-76018&i=5667925
393,Which Wich Superior Sandwiches,2795 S Market St Suite 110,Gilbert,FD-76523,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-76523&i=5668645
394,Filiberto's Mexican Food  No 48,2710 S 107th Ave  ,Avondale,FD-76838,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-76838&i=5667779
395,Mekong Express,66 S Dobson Rd Suite 132,Mesa,FD-77829,Food Processor    ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-77829&i=5668801
396,Buddhas Brew Coffee Cafe,710 E Main St  ,Mesa,FD-77842,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-77842&i=5668978
397,Snooze an A M Eatery,8612 E Shea Blvd  ,Scottsdale,FD-77873,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-77873&i=5668066
398,Testal Mexican Kitchen,1325 NW Grand Ave Suite 1,Phoenix,FD-78468,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-78468&i=5667852
399,El Nino Restaurant,9201 S avenida del yaqui  Suite 4-6,Guadalupe,FD-78917,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-78917&i=5668984
400,Snowtime,1919 W Main St Suite 130,Mesa,FD-79273,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79273&i=5667802
401,Starbucks,2415 W Baseline Rd  ,Tempe,FD-79351,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79351&i=5667425
402,Ramen Kagawa,111 W Monroe St Suite 130,Phoenix,FD-79367,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79367&i=5668461
403,Primitivo Mexican Food,3414 N 24th St  ,Phoenix,FD-79431,E & D  0-9 Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,3,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79431&i=5668468
404,Whataburger,12440 N Tatum Blvd  ,Phoenix,FD-79464,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79464&i=5667872
405,Lucky House Chinese Cuisine,14291 W Grand Ave Suite 106,Surprise,FD-79601,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79601&i=5668938
406,Starbucks,1312 S Sossaman Rd  ,Mesa,FD-79708,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79708&i=5667815
407,Costco Wholesale - Surprise,16385 W Waddell Rd  ,Surprise,FD-79877,Micromarket    ,Class 1,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79877&i=5667811
408,FOUNTAIN ASSISTED LIVING CENTER,2260 E Brown Rd  ,Mesa,FD-79901,Assisted Living    ,Class 5,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79901&i=5668242
409,G&G Bakery,7620 E McKellips Rd Suite 13,Scottsdale,FD-79993,E & D  0-9 Seating  ,Class 3,03/12/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-79993&i=5668686
410,Fry's Marketplace  No 693,25105 S Ellsworth Rd  ,Queen Creek,FD-80016,Retail Food Establishment    ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80016&i=5668003
411,Fry's Marketplace  No 693,25105 S Ellsworth Rd  ,Queen Creek,FD-80017,Bakery    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80017&i=5668004
412,Amor a La Mexicana,8806 N 43rd Ave  ,Glendale,FD-80139,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80139&i=5668571
413,Creations by Sergio,1300 N College Ave  ,Tempe,FD-80275,Food Catering    ,Class 5,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80275&i=5668248
414,PROformance Vend USA,2228 N Black Canyon Hwy  ,Phoenix,FD-80279,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80279&i=5667716
415,PROformance Vend USA,2540 N 29th Ave  ,Phoenix,FD-80319,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80319&i=5667630
416,Club Demonstration Services,16385 W Waddell Rd  ,Surprise,FD-80439,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80439&i=5667810
417,Tailgaters Sports Grill & IL Primo Pizza & Wings,457 S Watson Rd  ,Buckeye,FD-80633,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80633&i=5667871
418,Northpark Health and Rehab,2020 N 95th Ave  ,Phoenix,FD-80759,Hospital Food Service    ,Class 5,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80759&i=5667842
419,Smoke Zone Beer & Wine,18403 N 19th Ave  ,Phoenix,FD-80854,E & D  0-9 Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80854&i=5667611
420,Smoke Zone Beer & Wine,18403 N 19th Ave  ,Phoenix,FD-80855,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80855&i=5667610
421,PROformance OM,2228 N Black Canyon Hwy  ,Phoenix,FD-80905,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-80905&i=5667713
422,Taco Bell,1501 E Bethany Home Rd  ,Phoenix,FD-81055,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81055&i=5668755
423,Canteen Vending,3550 N Central  5th Floor Ave  ,Phoenix,FD-81215,Micromarket    ,Class 1,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81215&i=5667537
424,Sonesta Simply Suites,1335 W Baseline Rd  ,Tempe,FD-81300,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81300&i=5667864
425,Jackrabbit Java,781 N Jackrabbit Tr  ,Buckeye,FD-81376,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81376&i=5667874
426,Golden Taco,1152 N Power Rd Suite 107,Mesa,FD-81413,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81413&i=5667773
427,Legacy Golf Club,6808 S 32nd St  ,Phoenix,FD-81452,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81452&i=5668479
428,Legacy Golf Club,6808 S 32nd St  ,Phoenix,FD-81464,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81464&i=5668483
429,Hilton Scottsdale North at Cavasson,7965 E Cavasson Blvd  ,Scottsdale,FD-81465,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81465&i=5668344
430,Hilton Scottsdale North at Cavasson,7965 E Cavasson Blvd  ,Scottsdale,FD-81466,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81466&i=5668313
431,Hilton Scottsdale North at Cavasson,7965 E Cavasson Blvd  ,Scottsdale,FD-81468,Service Kitchen    ,Class 2,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81468&i=5668485
432,Canteen Vending Walgreens Chandler,2225 S Price Rd  ,Chandler,FD-81618,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81618&i=5667892
433,Sonesta Select Scottsdale at Mayo,13444 E Shea Blvd  ,Scottsdale,FD-81666,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81666&i=5668671
434,Macayo's Mexican Food,8608 E Shea Blvd  ,Scottsdale,FD-81714,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81714&i=5668068
435,Parsons Family Restaurant,5921 W Northern Ave  ,Glendale,FD-81744,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81744&i=5667398
436,All The Luv Wings (ATL),6837 E Main St  ,Mesa,FD-81799,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-81799&i=5668795
437,Tikka Shack Norterra,2510 W Happy Valley Rd Suite 1245,Phoenix,FD-82021,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-82021&i=5668551
438,SSR GROUP LLC,1876 E Apache Blvd  ,Tempe,FD-82628,E & D  0-9 Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-82628&i=5667302
439,SSR GROUP LLC,1876 E Apache Blvd  ,Tempe,FD-82629,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-82629&i=5667303
440,Jeremiah's Italian Ice,85 E Warner Rd Suite 104,Gilbert,FD-82720,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-82720&i=5667798
441,Canteen Vending @ Dexcom RDC,8046 E Ray Rd  ,Mesa,FD-82758,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-82758&i=5667399
442,Vito's Pizza and Italian Ristorante,18221 N Pima Rd Suite 140,Scottsdale,FD-82796,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-82796&i=5668950
443,Masala Indian Cuisine,11219 E Via Linda St Space D-1,Scottdale,FD-83021,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83021&i=5668670
444,Wendy's Hamburgers  No 13118,7530 W Lower Buckeye Rd  ,Phoenix,FD-83141,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83141&i=5668490
445,Canteen Vending Rogers Chandler Breakroom,2222 W Chandler Blvd  ,Chandler,FD-83157,Micromarket    ,Class 1,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83157&i=5667891
446,Blue Buddha Collective,423 N Scottsdale Rd  ,Scottsdale,FD-83198,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83198&i=5668141
